model	md5	caprieval_rank	score	irmsd	fnat	lrmsd	ilrmsd	dockq	rmsd	cluster_id	cluster_ranking	model-cluster_ranking	air	angles	bonds	bsa	cdih	coup	dani	desolv	dihe	elec	improper	rdcs	rg	sym	total	vdw	vean	xpcs
../../11_seletopclusts/cluster_10_model_6.pdb	-	97	-87.087	10.736	0.139	17.837	17.442	0.114	10.635	7	10	6	36.747	238.538	39.685	1507.790	0.000	0.000	0.000	-9.050	1299.950	-204.291	49.700	0.000	0.000	0.000	-208.397	-40.854	0.000	0.000
../../11_seletopclusts/cluster_10_model_7.pdb	-	98	-86.962	10.797	0.111	17.661	17.404	0.106	10.549	7	10	7	93.193	218.902	37.392	1560.200	0.000	0.000	0.000	-14.004	1283.000	-214.848	46.848	0.000	0.000	0.000	-160.962	-39.307	0.000	0.000
../../11_seletopclusts/cluster_16_model_1.pdb	-	99	-86.819	10.150	0.056	17.795	17.162	0.088	10.086	19	16	1	57.651	216.062	36.172	1501.140	0.000	0.000	0.000	2.523	1294.810	-367.877	43.894	0.000	0.000	0.000	-331.758	-21.532	0.000	0.000
../../11_seletopclusts/cluster_16_model_2.pdb	-	100	-86.711	10.671	0.083	17.731	18.297	0.097	10.352	19	16	2	38.109	221.747	36.808	1414.090	0.000	0.000	0.000	3.758	1298.520	-293.222	45.301	0.000	0.000	0.000	-290.748	-35.635	0.000	0.000
../../11_seletopclusts/cluster_9_model_5.pdb	-	101	-85.357	10.733	0.111	18.264	17.417	0.103	10.844	18	9	5	8.479	226.446	37.226	1153.120	0.000	0.000	0.000	-17.480	1297.140	-174.859	48.097	0.000	0.000	0.000	-200.134	-33.753	0.000	0.000
../../11_seletopclusts/cluster_18_model_2.pdb	-	102	-85.248	10.570	0.083	18.952	18.049	0.090	10.059	16	18	2	46.309	224.787	38.813	1428.480	0.000	0.000	0.000	-5.367	1305.970	-283.604	46.630	0.000	0.000	0.000	-265.087	-27.791	0.000	0.000
../../11_seletopclusts/cluster_13_model_3.pdb	-	103	-85.235	4.819	0.250	15.554	11.470	0.189	5.457	14	13	3	52.158	214.458	36.288	1294.030	0.000	0.000	0.000	-7.578	1287.170	-271.060	43.533	0.000	0.000	0.000	-247.563	-28.661	0.000	0.000
../../11_seletopclusts/cluster_8_model_8.pdb	-	104	-85.179	9.483	0.056	16.469	16.912	0.097	8.799	10	8	8	9.576	220.093	36.377	1298.380	0.000	0.000	0.000	-8.499	1292.140	-240.029	43.909	0.000	0.000	0.000	-260.085	-29.632	0.000	0.000
../../11_seletopclusts/cluster_11_model_5.pdb	-	105	-84.778	9.030	0.083	15.291	15.386	0.115	8.721	17	11	5	66.503	214.664	36.610	1526.940	0.000	0.000	0.000	-11.898	1304.170	-205.885	42.267	0.000	0.000	0.000	-177.736	-38.354	0.000	0.000
../../11_seletopclusts/cluster_13_model_4.pdb	-	106	-84.693	5.588	0.194	18.597	14.103	0.145	6.124	14	13	4	2.131	207.060	37.238	1245.650	0.000	0.000	0.000	0.209	1289.420	-295.348	43.465	0.000	0.000	0.000	-319.263	-26.046	0.000	0.000
../../11_seletopclusts/cluster_12_model_6.pdb	-	107	-84.442	5.835	0.083	9.954	10.561	0.189	5.472	3	12	6	38.465	223.854	38.656	1129.620	0.000	0.000	0.000	-13.508	1312.570	-291.955	44.217	0.000	0.000	0.000	-269.879	-16.389	0.000	0.000
../../11_seletopclusts/cluster_13_model_5.pdb	-	108	-84.265	3.636	0.250	11.369	9.347	0.251	3.704	14	13	5	34.075	213.645	36.661	1337.720	0.000	0.000	0.000	-9.198	1298.770	-299.420	43.434	0.000	0.000	0.000	-283.935	-18.590	0.000	0.000
../../11_seletopclusts/cluster_12_model_7.pdb	-	109	-84.200	5.858	0.083	10.040	10.776	0.187	5.431	3	12	7	76.327	214.905	36.503	1144.100	0.000	0.000	0.000	-11.052	1295.470	-356.138	42.216	0.000	0.000	0.000	-289.364	-9.553	0.000	0.000
../../11_seletopclusts/cluster_14_model_7.pdb	-	110	-83.398	6.065	0.167	13.365	11.224	0.171	6.370	9	14	7	11.357	216.572	36.566	1492.630	0.000	0.000	0.000	-8.288	1295.340	-225.552	44.385	0.000	0.000	0.000	-245.331	-31.135	0.000	0.000
../../11_seletopclusts/cluster_12_model_8.pdb	-	111	-82.601	6.409	0.028	10.908	11.716	0.153	5.861	3	12	8	6.377	220.526	38.852	1155.830	0.000	0.000	0.000	-9.464	1310.610	-294.980	45.720	0.000	0.000	0.000	-303.382	-14.779	0.000	0.000
../../11_seletopclusts/cluster_18_model_3.pdb	-	112	-82.299	10.168	0.083	17.108	17.009	0.101	9.581	16	18	3	63.065	216.895	37.908	1393.190	0.000	0.000	0.000	2.000	1300.590	-310.458	44.184	0.000	0.000	0.000	-275.906	-28.513	0.000	0.000
../../11_seletopclusts/cluster_15_model_3.pdb	-	113	-82.208	6.029	0.000	10.202	12.869	0.156	4.912	20	15	3	29.727	229.778	37.522	1123.940	0.000	0.000	0.000	6.007	1293.820	-383.867	47.433	0.000	0.000	0.000	-368.554	-14.414	0.000	0.000
../../11_seletopclusts/cluster_6_model_3.pdb	-	114	-82.080	2.171	0.556	6.085	4.914	0.513	2.252	21	6	3	49.222	218.893	37.355	1214.710	0.000	0.000	0.000	-8.146	1294.900	-305.697	49.192	0.000	0.000	0.000	-274.191	-17.716	0.000	0.000
../../11_seletopclusts/cluster_12_model_9.pdb	-	115	-82.016	7.228	0.111	12.541	13.265	0.156	6.834	3	12	9	41.645	215.369	35.974	1035.500	0.000	0.000	0.000	-10.998	1291.120	-340.287	42.694	0.000	0.000	0.000	-305.766	-7.125	0.000	0.000
../../11_seletopclusts/cluster_5_model_10.pdb	-	116	-81.980	9.696	0.083	17.367	16.064	0.100	9.791	4	5	10	39.162	211.217	37.828	1115.060	0.000	0.000	0.000	2.741	1308.660	-381.294	44.235	0.000	0.000	0.000	-354.511	-12.379	0.000	0.000
../../11_seletopclusts/cluster_12_model_10.pdb	-	117	-81.844	5.879	0.083	10.217	10.859	0.185	5.448	3	12	10	8.619	218.139	38.020	1119.900	0.000	0.000	0.000	-9.301	1296.810	-311.884	46.129	0.000	0.000	0.000	-314.294	-11.029	0.000	0.000
../../11_seletopclusts/cluster_16_model_3.pdb	-	118	-81.441	10.615	0.083	17.837	18.255	0.096	10.346	19	16	3	40.999	225.740	37.054	1505.600	0.000	0.000	0.000	-3.785	1290.800	-206.189	49.517	0.000	0.000	0.000	-205.708	-40.518	0.000	0.000
../../11_seletopclusts/cluster_13_model_6.pdb	-	119	-80.839	3.984	0.194	12.646	10.035	0.210	4.113	14	13	6	45.859	216.892	37.021	1332.870	0.000	0.000	0.000	-12.702	1285.470	-213.826	42.747	0.000	0.000	0.000	-197.925	-29.958	0.000	0.000
../../11_seletopclusts/cluster_14_model_8.pdb	-	120	-80.838	5.826	0.139	13.106	10.804	0.166	6.188	9	14	8	16.686	227.759	37.946	1512.630	0.000	0.000	0.000	-1.487	1295.990	-326.075	49.425	0.000	0.000	0.000	-325.193	-15.804	0.000	0.000
../../11_seletopclusts/cluster_13_model_7.pdb	-	121	-80.502	5.592	0.222	17.940	13.539	0.158	6.185	14	13	7	40.413	210.168	38.560	1207.970	0.000	0.000	0.000	-2.928	1273.110	-282.026	42.495	0.000	0.000	0.000	-266.823	-25.210	0.000	0.000
../../11_seletopclusts/cluster_17_model_1.pdb	-	122	-80.003	8.613	0.083	14.391	15.113	0.124	7.991	6	17	1	41.993	223.129	40.188	1331.880	0.000	0.000	0.000	-5.902	1295.990	-325.627	44.084	0.000	0.000	0.000	-296.809	-13.175	0.000	0.000
../../11_seletopclusts/cluster_13_model_8.pdb	-	123	-79.689	3.944	0.222	11.674	9.513	0.232	3.947	14	13	8	10.087	233.381	39.297	1315.000	0.000	0.000	0.000	-10.864	1281.600	-204.371	47.943	0.000	0.000	0.000	-223.243	-28.959	0.000	0.000
../../11_seletopclusts/cluster_17_model_2.pdb	-	124	-78.269	9.106	0.111	15.081	15.393	0.126	8.758	6	17	2	1.672	216.245	37.644	1149.530	0.000	0.000	0.000	-1.740	1303.610	-237.171	42.604	0.000	0.000	0.000	-264.761	-29.261	0.000	0.000
../../11_seletopclusts/cluster_8_model_9.pdb	-	125	-77.981	9.509	0.056	15.971	16.835	0.100	8.749	10	8	9	5.040	214.246	37.509	1193.750	0.000	0.000	0.000	-4.204	1286.390	-212.175	45.321	0.000	0.000	0.000	-238.980	-31.846	0.000	0.000
../../11_seletopclusts/cluster_17_model_3.pdb	-	126	-77.643	8.234	0.139	13.962	15.103	0.147	7.449	6	17	3	12.212	219.892	37.300	1373.040	0.000	0.000	0.000	3.722	1295.220	-293.976	44.749	0.000	0.000	0.000	-305.555	-23.791	0.000	0.000
../../11_seletopclusts/cluster_6_model_4.pdb	-	127	-77.071	2.172	0.528	5.597	4.855	0.516	2.202	21	6	4	60.138	223.363	38.638	1215.100	0.000	0.000	0.000	-9.521	1307.640	-290.265	46.633	0.000	0.000	0.000	-245.637	-15.511	0.000	0.000
../../11_seletopclusts/cluster_17_model_4.pdb	-	128	-76.470	8.702	0.056	14.803	15.447	0.111	8.093	6	17	4	47.112	214.242	36.587	1272.550	0.000	0.000	0.000	-4.490	1300.830	-321.763	44.816	0.000	0.000	0.000	-286.990	-12.338	0.000	0.000
../../11_seletopclusts/cluster_1_model_10.pdb	-	129	-76.331	1.851	0.444	4.151	3.514	0.549	1.922	5	1	10	35.810	212.028	35.743	1338.040	0.000	0.000	0.000	-7.576	1279.060	-232.498	43.437	0.000	0.000	0.000	-222.524	-25.836	0.000	0.000
../../11_seletopclusts/cluster_10_model_8.pdb	-	130	-76.280	10.958	0.139	19.013	18.158	0.108	10.740	7	10	8	48.408	218.431	39.166	1463.550	0.000	0.000	0.000	-10.811	1296.820	-241.111	42.306	0.000	0.000	0.000	-214.790	-22.088	0.000	0.000
../../11_seletopclusts/cluster_14_model_9.pdb	-	131	-75.676	6.243	0.056	14.017	11.405	0.126	6.656	9	14	9	46.350	214.612	37.508	1345.430	0.000	0.000	0.000	-4.894	1293.660	-288.961	43.632	0.000	0.000	0.000	-260.236	-17.625	0.000	0.000
../../11_seletopclusts/cluster_16_model_4.pdb	-	132	-75.272	10.447	0.083	18.038	17.832	0.095	10.235	19	16	4	94.242	226.769	39.364	1404.100	0.000	0.000	0.000	5.585	1300.030	-334.821	45.407	0.000	0.000	0.000	-263.895	-23.317	0.000	0.000
../../11_seletopclusts/cluster_8_model_10.pdb	-	133	-74.912	9.471	0.056	16.832	17.282	0.094	8.682	10	8	10	7.413	216.492	38.945	1181.920	0.000	0.000	0.000	-3.800	1301.810	-196.453	44.460	0.000	0.000	0.000	-221.603	-32.563	0.000	0.000
../../11_seletopclusts/cluster_17_model_5.pdb	-	134	-74.051	8.480	0.111	13.949	14.971	0.137	7.855	6	17	5	43.507	213.619	37.613	1203.840	0.000	0.000	0.000	2.721	1291.880	-358.861	41.834	0.000	0.000	0.000	-324.705	-9.351	0.000	0.000
../../11_seletopclusts/cluster_10_model_9.pdb	-	135	-73.893	10.865	0.139	18.665	17.958	0.110	10.690	7	10	9	33.082	226.367	38.374	1470.280	0.000	0.000	0.000	-14.921	1292.310	-165.652	46.817	0.000	0.000	0.000	-161.721	-29.150	0.000	0.000
../../11_seletopclusts/cluster_20_model_1.pdb	-	136	-73.315	5.289	0.111	16.108	13.982	0.134	4.931	15	20	1	44.719	228.004	37.024	1367.820	0.000	0.000	0.000	-12.160	1303.500	-184.446	44.627	0.000	0.000	0.000	-168.464	-28.738	0.000	0.000
../../11_seletopclusts/cluster_17_model_6.pdb	-	137	-72.929	8.560	0.056	14.157	14.837	0.117	8.009	6	17	6	78.280	217.421	36.351	1292.070	0.000	0.000	0.000	-6.499	1287.250	-310.633	43.314	0.000	0.000	0.000	-244.484	-12.131	0.000	0.000
../../11_seletopclusts/cluster_10_model_10.pdb	-	138	-71.876	10.747	0.083	17.726	17.368	0.096	10.552	7	10	10	63.303	222.979	36.082	1427.500	0.000	0.000	0.000	-17.366	1304.850	-162.919	48.163	0.000	0.000	0.000	-127.873	-28.257	0.000	0.000
../../11_seletopclusts/cluster_21_model_1.pdb	-	139	-69.888	12.463	0.028	29.665	24.782	0.039	12.247	13	21	1	6.918	221.626	38.271	1057.630	0.000	0.000	0.000	-6.645	1296.690	-178.019	48.836	0.000	0.000	0.000	-199.432	-28.331	0.000	0.000
../../11_seletopclusts/cluster_20_model_2.pdb	-	140	-69.263	5.193	0.083	14.949	13.452	0.135	4.772	15	20	2	100.334	231.995	38.797	1313.330	0.000	0.000	0.000	-14.434	1303.210	-198.369	44.081	0.000	0.000	0.000	-123.223	-25.188	0.000	0.000
../../11_seletopclusts/cluster_17_model_7.pdb	-	141	-67.168	8.820	0.139	14.441	15.287	0.141	8.317	6	17	7	73.844	209.137	37.244	1173.870	0.000	0.000	0.000	-1.474	1302.010	-220.569	42.082	0.000	0.000	0.000	-175.689	-28.964	0.000	0.000
../../11_seletopclusts/cluster_14_model_10.pdb	-	142	-67.045	6.385	0.139	14.878	11.998	0.146	6.814	9	14	10	17.300	215.918	36.603	1395.080	0.000	0.000	0.000	0.111	1284.700	-255.758	45.341	0.000	0.000	0.000	-256.193	-17.734	0.000	0.000
../../11_seletopclusts/cluster_17_model_8.pdb	-	143	-66.741	8.244	0.111	13.672	14.677	0.141	7.668	6	17	8	72.492	224.042	38.751	1142.830	0.000	0.000	0.000	2.806	1298.770	-333.991	45.258	0.000	0.000	0.000	-271.497	-9.998	0.000	0.000
../../11_seletopclusts/cluster_19_model_2.pdb	-	144	-66.487	4.523	0.167	9.729	7.971	0.233	4.802	11	19	2	93.089	216.401	34.671	1438.620	0.000	0.000	0.000	1.525	1271.680	-205.641	44.212	0.000	0.000	0.000	-148.745	-36.193	0.000	0.000
../../11_seletopclusts/cluster_15_model_4.pdb	-	145	-66.171	6.064	0.000	10.319	13.018	0.154	4.976	20	15	4	62.821	226.194	36.685	997.521	0.000	0.000	0.000	7.087	1310.420	-296.774	46.935	0.000	0.000	0.000	-254.139	-20.185	0.000	0.000
../../11_seletopclusts/cluster_19_model_3.pdb	-	146	-65.729	5.202	0.139	10.686	9.130	0.201	5.470	11	19	3	27.850	218.269	38.014	1216.430	0.000	0.000	0.000	3.100	1297.980	-235.778	44.863	0.000	0.000	0.000	-232.387	-24.459	0.000	0.000
../../11_seletopclusts/cluster_17_model_9.pdb	-	147	-65.615	8.886	0.083	14.410	15.447	0.123	8.330	6	17	9	45.535	228.184	41.228	1044.200	0.000	0.000	0.000	-3.157	1292.100	-200.449	45.672	0.000	0.000	0.000	-181.835	-26.921	0.000	0.000
../../11_seletopclusts/cluster_21_model_2.pdb	-	148	-64.842	12.138	0.028	29.732	25.135	0.039	11.690	13	21	2	38.072	209.989	36.275	1020.620	0.000	0.000	0.000	3.792	1288.680	-266.454	44.234	0.000	0.000	0.000	-247.532	-19.150	0.000	0.000
../../11_seletopclusts/cluster_19_model_4.pdb	-	149	-64.264	4.699	0.167	9.523	8.576	0.234	4.737	11	19	4	82.855	232.965	36.686	1500.240	0.000	0.000	0.000	-0.450	1283.820	-221.571	50.070	0.000	0.000	0.000	-166.502	-27.786	0.000	0.000
../../11_seletopclusts/cluster_20_model_3.pdb	-	150	-63.624	5.618	0.083	16.521	14.570	0.120	5.272	15	20	3	43.304	224.542	38.796	1235.000	0.000	0.000	0.000	-11.291	1309.620	-147.626	45.351	0.000	0.000	0.000	-131.459	-27.138	0.000	0.000
../../11_seletopclusts/cluster_19_model_5.pdb	-	151	-62.927	5.064	0.167	9.974	9.528	0.223	4.948	11	19	5	43.774	232.105	38.977	1218.220	0.000	0.000	0.000	-1.441	1305.680	-226.468	50.599	0.000	0.000	0.000	-203.263	-20.569	0.000	0.000
../../11_seletopclusts/cluster_19_model_6.pdb	-	152	-61.501	5.232	0.083	10.468	9.969	0.186	5.049	11	19	6	71.113	215.088	36.062	1326.360	0.000	0.000	0.000	3.044	1305.400	-237.845	43.431	0.000	0.000	0.000	-190.819	-24.088	0.000	0.000
../../11_seletopclusts/cluster_20_model_4.pdb	-	153	-60.839	5.235	0.028	15.769	13.970	0.110	4.692	15	20	4	51.650	231.705	38.385	1295.560	0.000	0.000	0.000	-17.277	1285.480	-189.508	46.568	0.000	0.000	0.000	-148.683	-10.825	0.000	0.000
../../11_seletopclusts/cluster_21_model_3.pdb	-	154	-59.525	11.691	0.056	23.774	21.439	0.062	11.201	13	21	3	32.788	224.385	37.456	956.349	0.000	0.000	0.000	-4.846	1287.360	-203.504	47.800	0.000	0.000	0.000	-187.973	-17.257	0.000	0.000
../../11_seletopclusts/cluster_19_model_7.pdb	-	155	-59.271	4.674	0.083	8.732	8.710	0.221	4.454	11	19	7	111.411	227.256	39.862	1409.700	0.000	0.000	0.000	5.716	1312.180	-262.358	46.024	0.000	0.000	0.000	-174.604	-23.657	0.000	0.000
../../11_seletopclusts/cluster_17_model_10.pdb	-	156	-57.984	8.696	0.028	14.901	15.709	0.101	8.042	6	17	10	107.322	209.470	37.705	1139.860	0.000	0.000	0.000	2.958	1315.750	-303.342	44.305	0.000	0.000	0.000	-207.026	-11.005	0.000	0.000
../../11_seletopclusts/cluster_20_model_5.pdb	-	157	-55.634	5.788	0.056	17.289	14.795	0.104	5.303	15	20	5	39.909	221.044	37.730	1218.610	0.000	0.000	0.000	-4.333	1291.720	-144.880	48.431	0.000	0.000	0.000	-131.288	-26.317	0.000	0.000
../../11_seletopclusts/cluster_19_model_8.pdb	-	158	-55.314	4.844	0.111	9.253	9.109	0.219	4.667	11	19	8	79.697	211.228	35.675	1192.870	0.000	0.000	0.000	2.603	1301.040	-240.371	45.238	0.000	0.000	0.000	-178.486	-17.813	0.000	0.000
../../11_seletopclusts/cluster_19_model_9.pdb	-	159	-53.111	5.271	0.139	10.208	9.924	0.208	5.127	11	19	9	100.086	213.512	35.819	1160.310	0.000	0.000	0.000	3.425	1281.930	-225.015	42.192	0.000	0.000	0.000	-146.471	-21.542	0.000	0.000
../../11_seletopclusts/cluster_18_model_4.pdb	-	160	-52.824	10.743	0.111	20.284	18.556	0.093	10.319	16	18	4	75.906	211.170	39.942	1123.130	0.000	0.000	0.000	-5.179	1291.250	-208.967	46.821	0.000	0.000	0.000	-146.504	-13.443	0.000	0.000
../../11_seletopclusts/cluster_21_model_4.pdb	-	161	-52.722	12.035	0.056	27.796	23.665	0.052	11.702	13	21	4	17.791	229.395	39.545	917.604	0.000	0.000	0.000	3.042	1296.520	-214.460	47.523	0.000	0.000	0.000	-211.321	-14.651	0.000	0.000
../../11_seletopclusts/cluster_21_model_5.pdb	-	162	-52.308	12.509	0.028	30.184	25.112	0.038	12.255	13	21	5	68.962	228.071	38.730	1032.570	0.000	0.000	0.000	-4.327	1299.570	-173.090	47.220	0.000	0.000	0.000	-124.387	-20.259	0.000	0.000
../../11_seletopclusts/cluster_18_model_5.pdb	-	163	-51.722	10.684	0.083	19.992	18.299	0.085	10.321	16	18	5	78.590	220.451	35.340	1055.950	0.000	0.000	0.000	-9.416	1284.220	-186.685	44.518	0.000	0.000	0.000	-120.923	-12.827	0.000	0.000
../../11_seletopclusts/cluster_21_model_6.pdb	-	164	-49.546	12.544	0.028	28.993	24.326	0.040	12.375	13	21	6	62.781	226.070	37.897	859.600	0.000	0.000	0.000	-3.698	1280.210	-167.099	46.328	0.000	0.000	0.000	-123.023	-18.706	0.000	0.000
../../11_seletopclusts/cluster_21_model_7.pdb	-	165	-40.914	11.771	0.056	25.661	22.664	0.057	11.276	13	21	7	95.046	214.796	37.004	884.145	0.000	0.000	0.000	8.924	1290.540	-272.174	47.358	0.000	0.000	0.000	-182.036	-4.908	0.000	0.000
../../11_seletopclusts/cluster_20_model_6.pdb	-	166	-38.411	6.644	0.028	20.735	17.507	0.073	6.438	15	20	6	97.726	223.186	36.041	1006.210	0.000	0.000	0.000	-14.469	1287.060	-69.477	44.537	0.000	0.000	0.000	8.429	-19.820	0.000	0.000
../../11_seletopclusts/cluster_21_model_8.pdb	-	167	-36.077	12.198	0.028	27.718	23.792	0.043	11.815	13	21	8	55.891	236.254	41.948	935.255	0.000	0.000	0.000	-2.794	1299.970	-167.053	51.575	0.000	0.000	0.000	-116.624	-5.461	0.000	0.000
